1,上海中医药大学,H27,10,中医养生与康复 ( H2717 ) ,传统养生锻炼的随意性呼吸调节与自主神经平衡调节的相关性研究,25万元,2011年01月01日 至 2013年12月31日,沈仲元,http://fund.sciencenet.cn/index.php/item/view/49587
103,上海中医药大学,H27,40,治则与治法 ( H2704 ) ,若干中医治法下调基因沉默后肝癌细胞动力学基因表达谱分析,32万元,2010年01月01日 至 2012年12月31日,方肇勤,http://fund.sciencenet.cn/index.php/item/view/284219
115,上海中医药大学,H27,37,中医针灸 ( H2718 ) ,电针对大鼠心肌细胞膜钙转运系统的调控研究,20万元,2009年01月01日 至 2011年12月31日,邓海平,http://fund.sciencenet.cn/index.php/item/view/274149
116,上海中医药大学,H27,37,中医骨伤科 ( H2710 ) ,益气化瘀补肾方调控Sox9a基因突变斑马鱼软骨细胞功能的研究,20万元,2009年01月01日 至 2011年12月31日,崔学军,http://fund.sciencenet.cn/index.php/item/view/274138
117,上海中医药大学,H27,37,中医内科 ( H2708 ) ,基于“胃肠—胰岛轴”研究“补脾气降阴火法”治疗糖尿病的作用机制,20万元,2009年01月01日 至 2011年12月31日,陶枫,http://fund.sciencenet.cn/index.php/item/view/274133
119,上海中医药大学,H27,37,中医内科 ( H2708 ) ,黄芪干预低血糖相关的自主神经系统调节失败中关键靶点的探索性研究,20万元,2009年01月01日 至 2011年12月31日,桑珍,http://fund.sciencenet.cn/index.php/item/view/274132
120,上海中医药大学,H27,37,证候基础 ( H2703 ) ,寻常型银屑病“血热证”不确定因素的集对分析模型研究,20万元,2009年01月01日 至 2011年12月31日,徐蓉,http://fund.sciencenet.cn/index.php/item/view/274121
121,上海中医药大学,H29,37,中西医结合临床基础 ( H2902 ) ,基于肝细胞凋亡与网状支架破坏探讨抗肝纤维化中药的作用机制与治法特点,30万元,2008年01月01日 至 2010年12月31日,刘成海,http://fund.sciencenet.cn/index.php/item/view/272743
122,上海中医药大学,H27,37,中医针灸 ( H2718 ) ,经穴特异性在腹部针麻手术中的应用和机制研究,30万元,2008年01月01日 至 2010年12月31日,施征,http://fund.sciencenet.cn/index.php/item/view/272709
123,上海中医药大学,H27,37,中医针灸 ( H2718 ) ,艾灸对克隆氏病结肠上皮屏障的保护作用及其调节机制,29万元,2008年01月01日 至 2010年12月31日,施茵,http://fund.sciencenet.cn/index.php/item/view/272708
124,上海中医药大学,H27,39,中医妇科 ( H2711 ) ,活血化瘀中药对子宫肌瘤wnt信号转导途径抑制因子表达的影响,20万元,2010年01月01日 至 2012年12月31日,赵莉,http://fund.sciencenet.cn/index.php/item/view/279940
125,上海中医药大学,H27,39,中医骨伤科 ( H2710 ) ,益气化瘀方有效单体配伍协同调节软骨细胞钙离子信号的机制研究,20万元,2010年01月01日 至 2012年12月31日,李晨光,http://fund.sciencenet.cn/index.php/item/view/279935
126,上海中医药大学,H27,39,中医诊断 ( H2706 ) ,基于特征选择的中医问诊信息提取及其辨证推演方法研究,20万元,2010年01月01日 至 2012年12月31日,刘国萍,http://fund.sciencenet.cn/index.php/item/view/279918
127,上海中医药大学,H29,37,中西医结合临床基础 ( H2902 ) ,止颤汤对帕金森病模型大鼠细胞移植治疗中神经干细胞分化诱导作用的研究,29万元,2008年01月01日 至 2010年12月31日,施慧芬,http://fund.sciencenet.cn/index.php/item/view/272744
128,上海中医药大学,H29,39,中医药学研究新技术和新方法 ( H2903 ) ,基于颜色恒常性模型的舌诊关键技术研究,31万元,2009年01月01日 至 2011年12月31日,许家佗,http://fund.sciencenet.cn/index.php/item/view/278006
129,上海中医药大学,H28,39,中药制剂 ( H2806 ) ,含糖配基中药成分体内靶向规律及其机理的研究,30万元,2009年01月01日 至 2011年12月31日,奉建芳,http://fund.sciencenet.cn/index.php/item/view/277988
130,上海中医药大学,H28,39,中药抗肿瘤药理 ( H2810 ) ,中药复方对草酸铂治疗结肠癌增效作用的DNA损伤切除修复机制研究,28万元,2009年01月01日 至 2011年12月31日,范忠泽,http://fund.sciencenet.cn/index.php/item/view/277950
131,上海中医药大学,H28,39,中药资源 ( H2801 ) ,蛇足石杉内生真菌与石杉碱甲生成的相关性及其作用机理研究,30万元,2009年01月01日 至 2011年12月31日,黎万奎,http://fund.sciencenet.cn/index.php/item/view/277932
132,上海中医药大学,H29,39,中西医结合临床基础 ( H2902 ) ,聚乙二醇－聚乳酸嵌段共聚物马钱子碱免疫纳米微粒抗肝细胞癌及侵袭转移的实验研究,31万元,2009年01月01日 至 2011年12月31日,秦建民,http://fund.sciencenet.cn/index.php/item/view/277888
141,上海中医药大学,H29,39,中西医结合临床基础 ( H2902 ) ,基于代谢组学方法的骨髓增生异常综合征生化代谢谱及其中医证型相关性研究,30万元,2009年01月01日 至 2011年12月31日,周永明,http://fund.sciencenet.cn/index.php/item/view/277889
160,上海中医药大学,H29,38,中西医结合基础理论 ( H2901 ) ,衰老肾虚大鼠皮质酮变化对海马神经细胞学习记忆相关信号转导通路的影响及补肾方药的作用,30万元,2009年01月01日 至 2011年12月31日,金国琴,http://fund.sciencenet.cn/index.php/item/view/277869
161,上海中医药大学,H27,38,中医针灸 ( H2718 ) ,基于亲环蛋白A的针刺抗哮喘非皮质激素作用研究,31万元,2009年01月01日 至 2011年12月31日,杨永清,http://fund.sciencenet.cn/index.php/item/view/277853
162,上海中医药大学,H27,38,中医儿科 ( H2712 ) ,平喘方干预哮喘模型动物相关脏腑阴阳失衡的机理,30万元,2009年01月01日 至 2011年12月31日,虞坚尔,http://fund.sciencenet.cn/index.php/item/view/277840
164,上海中医药大学,H27,38,中医妇科 ( H2711 ) ,增免抑瘤方改善裸鼠卵巢癌顺铂耐药性的机制研究,31万元,2009年01月01日 至 2011年12月31日,齐聪,http://fund.sciencenet.cn/index.php/item/view/277835
165,上海中医药大学,H27,38,中医骨伤科 ( H2710 ) ,蜂毒素阻滞骨肉瘤诱导的血管内皮干细胞（EPC）募集分化及其机制研究,30万元,2009年01月01日 至 2011年12月31日,陈永强,http://fund.sciencenet.cn/index.php/item/view/277830
166,上海中医药大学,H27,38,中医方剂 ( H2705 ) ,用配伍析因模型法解析泻心汤抗糖尿病肾病物质基础,30万元,2009年01月01日 至 2011年12月31日,马越鸣,http://fund.sciencenet.cn/index.php/item/view/277789
167,上海中医药大学,H28,38,中药药性理论 ( H2807 ) ,应用谱效相关分析研究芍药甘草汤的相使配伍特征,20万元,2009年01月01日 至 2011年12月31日,沈岚,http://fund.sciencenet.cn/index.php/item/view/274207
168,上海中医药大学,H28,38,中药毒理 ( H2817 ) ,不同生理/病理状态下谷胱甘肽抗氧化系统对吡咯里西啶生物碱肝毒性的影响及其机制,20万元,2009年01月01日 至 2011年12月31日,季莉莉,http://fund.sciencenet.cn/index.php/item/view/274203
169,上海中医药大学,H27,38,中医内科 ( H2708 ) ,胃肠安抗胃癌转移细胞与分子机制研究,28万元,2009年01月01日 至 2011年12月31日,沈克平,http://fund.sciencenet.cn/index.php/item/view/277814
