19,沈阳药科大学,C08,1,免疫调节 ( C080105 ) ,昆虫Toll受体激活途径的一种负向调控因子的一级结构及其作用,23万元,2012年01月01日 至 2014年12月31日,赵明沂,http://fund.sciencenet.cn/index.php/item/view/9088
50,沈阳药科大学,H28,4,中药神经精神药理 ( H2808 ) ,小柴胡汤抗抑郁作用的物质基础与作用机理研究,240万元,2012年01月01日 至 2016年12月31日,吴春福,http://fund.sciencenet.cn/index.php/item/view/24368
51,沈阳药科大学,H30,4,药剂学 ( H3008 ) ,两亲性经皮促透剂薄荷醇修饰物酯的结构优化及促透机制研究,50万元,2012年01月01日 至 2015年12月31日,方亮,http://fund.sciencenet.cn/index.php/item/view/22034
52,沈阳药科大学,H30,4,药剂学 ( H3008 ) ,纳米结晶吸收机制的研究及其在设计、评价新型纳米结晶中的应用,60万元,2012年01月01日 至 2015年12月31日,何仲贵,http://fund.sciencenet.cn/index.php/item/view/22033
53,沈阳药科大学,H30,4,天然药物化学 ( H3002 ) ,G-四链体靶向的新型天然端粒酶抑制剂发现及抗肿瘤作用机制研究,50万元,2012年01月01日 至 2015年12月31日,华会明,http://fund.sciencenet.cn/index.php/item/view/22032
13,沈阳药科大学,H30,5,药剂学 ( H3008 ) ,复合机制介导自组装共输送药物传递载体的构建及其机制研究,23万元,2013年01月01日 至 2015年12月31日,赵秀丽,http://fund.sciencenet.cn/index.php/item/view/88068
54,沈阳药科大学,H30,5,合成药物化学 ( H3001 ) ,基于非P-gp底物的含吲哚啉-2-酮结构的4-噻唑烷酮类衍生物的设计、合成及抗肿瘤活性研究,23万元,2013年01月01日 至 2015年12月31日,赵燕芳,http://fund.sciencenet.cn/index.php/item/view/88067
55,沈阳药科大学,H30,5,天然药物化学 ( H3002 ) ,基于MDM2靶点的前列腺癌抑制剂--新达玛烷衍生物的发现及分子生物学机制研究,72万元,2013年01月01日 至 2016年12月31日,赵余庆,http://fund.sciencenet.cn/index.php/item/view/88066
12,沈阳药科大学,H30,6,药剂学 ( H3008 ) ,有序介孔碳载体调控难溶性药物释放与促进吸收的机制,65万元,2013年01月01日 至 2016年12月31日,王思玲,http://fund.sciencenet.cn/index.php/item/view/88078
63,沈阳药科大学,H30,6,药剂学 ( H3008 ) ,克服肿瘤渗透限制的多阶段纳米载体系统的研究,60万元,2013年01月01日 至 2016年12月31日,王永军,http://fund.sciencenet.cn/index.php/item/view/88077
64,沈阳药科大学,H30,6,微生物药物 ( H3003 ) ,采用组合生物合成策略定向合成庆大霉素B的研究,65万元,2013年01月01日 至 2016年12月31日,夏焕章,http://fund.sciencenet.cn/index.php/item/view/88076
65,沈阳药科大学,H30,6,合成药物化学 ( H3001 ) ,新型碳糖类化合物的设计、合成及活性评价,60万元,2013年01月01日 至 2016年12月31日,许佑君,http://fund.sciencenet.cn/index.php/item/view/88075
66,沈阳药科大学,H28,6,中药药效物质 ( H2803 ) ,基于临床疗效的东北道地药材丁香叶抗菌活性代谢产物及其机制的研究,70万元,2013年01月01日 至 2016年12月31日,殷军,http://fund.sciencenet.cn/index.php/item/view/88074
67,沈阳药科大学,H28,6,中药药效物质 ( H2803 ) ,基于代谢组学和谱效表征的栀子大黄汤保肝作用药效物质基础研究,23万元,2013年01月01日 至 2015年12月31日,尹然,http://fund.sciencenet.cn/index.php/item/view/88073
68,沈阳药科大学,H30,6,药剂学 ( H3008 ) ,新型Bola两亲性表面活性剂的合成及其携载抗肿瘤药物的pH敏感囊泡载体的研究,23万元,2013年01月01日 至 2015年12月31日,袁悦,http://fund.sciencenet.cn/index.php/item/view/88072
69,沈阳药科大学,H30,6,药剂学 ( H3008 ) ,基于巯基聚合物的胰岛素口服纳米载药体系的研究及评价,22万元,2013年01月01日 至 2015年12月31日,张宇,http://fund.sciencenet.cn/index.php/item/view/88071
70,沈阳药科大学,H26,6,儿童少年卫生 ( H2606 ) ,瘦素/瘦素受体在肥胖高瘦素状态Leydig细胞分泌睾酮中作用及机制,23万元,2013年01月01日 至 2015年12月31日,赵剑,http://fund.sciencenet.cn/index.php/item/view/88070
71,沈阳药科大学,H30,6,合成药物化学 ( H3001 ) ,GBA-05类化合物抗肿瘤作用机理研究和基于PIN1的结构修饰,80万元,2013年01月01日 至 2016年12月31日,赵临襄,http://fund.sciencenet.cn/index.php/item/view/88069
11,沈阳药科大学,H30,7,合成药物化学 ( H3001 ) ,靶向bcl-2mRNAG-四链体的新型氨基糖核酸嵌入剂的合成与作用机制研究,16万元,2013年01月01日 至 2013年12月31日,刘洋,http://fund.sciencenet.cn/index.php/item/view/88088
72,沈阳药科大学,B02,7,有机合成反应 ( B020101 ) ,"基于""仿生策略""的异喹啉类生物碱化合物库的合成及其药理活性筛选",25万元,2013年01月01日 至 2015年12月31日,刘永祥,http://fund.sciencenet.cn/index.php/item/view/88087
73,沈阳药科大学,H28,7,中药药效物质 ( H2803 ) ,辽五味中抗阿尔茨海默病的木脂素活性成分研究及作用机制初探,23万元,2013年01月01日 至 2015年12月31日,刘志惠,http://fund.sciencenet.cn/index.php/item/view/88086
74,沈阳药科大学,H30,7,药剂学 ( H3008 ) ,基于多功能自组装聚合物纳米胶束的抗癌药物口服传递系统的构建及其性能研究,65万元,2013年01月01日 至 2016年12月31日,毛世瑞,http://fund.sciencenet.cn/index.php/item/view/88085
75,沈阳药科大学,H30,7,药剂学 ( H3008 ) ,高转膜率肿瘤EGFR靶向的多功能纳米脂质载体的构建与评价,65万元,2013年01月01日 至 2016年12月31日,潘卫三,http://fund.sciencenet.cn/index.php/item/view/88084
76,沈阳药科大学,H28,7,中药药效物质 ( H2803 ) ,基于体内过程分析的肉苁蓉苯乙醇苷成分肝保护作用药效物质研究,23万元,2013年01月01日 至 2015年12月31日,潘英妮,http://fund.sciencenet.cn/index.php/item/view/88083
77,沈阳药科大学,H30,7,药剂学 ( H3008 ) ,可触发释药的聚合物胶束给药系统构建及靶向异质性肿瘤细胞的研究,72万元,2013年01月01日 至 2016年12月31日,乔明曦,http://fund.sciencenet.cn/index.php/item/view/88082
78,沈阳药科大学,H28,7,中药药效物质 ( H2803 ) ,基于尿液和胆汁中化学信息逆向追踪研究锦灯笼抗炎药效物质基础及其作用机制,75万元,2013年01月01日 至 2016年12月31日,邱峰,http://fund.sciencenet.cn/index.php/item/view/88081
79,沈阳药科大学,H30,7,天然药物化学 ( H3002 ) ,"芫花中作用于XIAP通路,介导RhoGDI因子调控肿瘤细胞转移的物质基础及作用机制研究",16万元,2013年01月01日 至 2013年12月31日,宋少江,http://fund.sciencenet.cn/index.php/item/view/88080
80,沈阳药科大学,H31,7,药物代谢与药物动力学 ( H3110 ) ,鬼臼毒素类化合物代谢激活致毒机制的研究,23万元,2013年01月01日 至 2015年12月31日,孙冬雪,http://fund.sciencenet.cn/index.php/item/view/88079
10,沈阳药科大学,H30,8,药物设计与药物信息 ( H3007 ) ,基于肿瘤新靶点PAK4激酶结构的药物分子设计与其作用机制研究,290万元,2013年01月01日 至 2017年12月31日,程卯生,http://fund.sciencenet.cn/index.php/item/view/88098
81,沈阳药科大学,H31,8,老年病药物药理 ( H3103 ) ,水飞蓟宾对阿尔兹海默症及衰老过程中活性氧/活性氮-线粒体-自噬-炎症小体途径调控作用机制研究,50万元,2013年01月01日 至 2016年12月31日,池岛乔,http://fund.sciencenet.cn/index.php/item/view/88097
82,沈阳药科大学,H29,8,中医药学研究新技术和新方法 ( H2903 ) ,基于钠离子通道β亚基的蝎镇痛抗肿瘤缬精甘肽抗肝癌作用机制初探,23万元,2013年01月01日 至 2015年12月31日,崔勇,http://fund.sciencenet.cn/index.php/item/view/88096
83,沈阳药科大学,H30,8,合成药物化学 ( H3001 ) ,微管蛋白和Akt激酶双重抑制剂的分子构建、合成及抗肿瘤活性筛选,72万元,2013年01月01日 至 2016年12月31日,宫平,http://fund.sciencenet.cn/index.php/item/view/88095
84,沈阳药科大学,H16,8,神经系统肿瘤（含特殊感受器肿瘤） ( H1618 ) ,FoxO1在KCa激动剂开放血肿瘤屏障中的调控机制研究,23万元,2013年01月01日 至 2015年12月31日,谷艳婷,http://fund.sciencenet.cn/index.php/item/view/88094
85,沈阳药科大学,H30,8,药物分析 ( H3010 ) ,离子型单一异构体β-环糊精衍生物的合成及在CE手性药物分离中的应用研究,60万元,2013年01月01日 至 2016年12月31日,郭兴杰,http://fund.sciencenet.cn/index.php/item/view/88093
86,沈阳药科大学,H30,8,药剂学 ( H3008 ) ,超分子生物降解有机原位凝胶协同释药传递系统的构建机理及其应用基础研究,67万元,2013年01月01日 至 2016年12月31日,李三鸣,http://fund.sciencenet.cn/index.php/item/view/88092
87,沈阳药科大学,B04,8,高分子组装与超分子结构 ( B0405 ) ,人乳头瘤病毒（HPV）功能化自组装,25万元,2013年01月01日 至 2015年12月31日,李岳,http://fund.sciencenet.cn/index.php/item/view/88091
88,沈阳药科大学,H30,8,药剂学 ( H3008 ) ,抗肿瘤药物多功能纳米自组装载体逆转肿瘤多药耐药性及其机制研究,23万元,2013年01月01日 至 2015年12月31日,凌桂霞,http://fund.sciencenet.cn/index.php/item/view/88090
89,沈阳药科大学,H30,8,合成药物化学 ( H3001 ) ,基于喹啉骨架的新型非核苷类抗HBV化合物的设计、合成与生物学评价,24万元,2013年01月01日 至 2015年12月31日,刘亚婧,http://fund.sciencenet.cn/index.php/item/view/88089
9,沈阳药科大学,H30,9,药物设计与药物信息 ( H3007 ) ,新骨架小分子胆固醇酯转运蛋白抑制剂的设计、合成及活性研究,60万元,2014年01月01日 至 2017年12月31日,赵冬梅,http://fund.sciencenet.cn/index.php/item/view/218934
90,沈阳药科大学,H31,9,药物代谢与药物动力学 ( H3110 ) ,蝙蝠葛碱的代谢活化和肺毒性机理研究,110万元,2014年01月01日 至 2017年12月31日,郑江,http://fund.sciencenet.cn/index.php/item/view/218933
91,沈阳药科大学,H28,9,中药神经精神药理 ( H2808 ) ,一种新化合物-文冠果壳苷对APP/PS1转基因小鼠突触可塑性损伤的保护作用及机制研究,70万元,2014年01月01日 至 2017年12月31日,邹莉波,http://fund.sciencenet.cn/index.php/item/view/218932
95,沈阳药科大学,H30,9,天然药物化学 ( H3002 ) ,拓扑异构酶I抑制剂先导化合物的发现与优化,23万元,2013年01月01日 至 2015年12月31日,陈刚,http://fund.sciencenet.cn/index.php/item/view/88102
96,沈阳药科大学,C02,9,植物化学 ( C020604 ) ,酸浆属植物中多靶点抗雄激素非依赖性前列腺癌活性成分及其作用机制研究,78万元,2013年01月01日 至 2016年12月31日,陈丽霞,http://fund.sciencenet.cn/index.php/item/view/88101
97,沈阳药科大学,H30,9,天然药物化学 ( H3002 ) ,基于微生物转化和化学修饰的穿心莲抗呼吸道病毒活性成分半日花烷型二萜内酯的衍生化及其构效关系研究,23万元,2013年01月01日 至 2015年12月31日,陈丽霞,http://fund.sciencenet.cn/index.php/item/view/88100
98,沈阳药科大学,H30,9,合成药物化学 ( H3001 ) ,第十二届中国国际多肽学术会议,4万元,2012年01月01日 至 2012年12月31日,程卯生,http://fund.sciencenet.cn/index.php/item/view/88099
6,沈阳药科大学,C02,10,植物化学 ( C020604 ) ,鹅绒藤属白前组7种植物中C21甾成分及活性成分的快速发现与优化,78万元,2014年01月01日 至 2017年12月31日,裴月湖,http://fund.sciencenet.cn/index.php/item/view/218944
117,沈阳药科大学,H28,10,中药药效物质 ( H2803 ) ,基于“双模式筛选”及“液质联用技术”的知母抗老年痴呆活性与成分代谢的相关性研究,70万元,2014年01月01日 至 2017年12月31日,宋少江,http://fund.sciencenet.cn/index.php/item/view/218943
118,沈阳药科大学,H30,10,药剂学 ( H3008 ) ,PEPT1和VACVase双靶向地西他滨口服前药的设计与评价,23万元,2014年01月01日 至 2016年12月31日,孙英华,http://fund.sciencenet.cn/index.php/item/view/218942
119,沈阳药科大学,H31,10,神经精神药物药理 ( H3101 ) ,中枢神经系统尿苷在吗啡依赖中的调控作用和分子机制研究,55万元,2014年01月01日 至 2017年12月31日,杨静玉,http://fund.sciencenet.cn/index.php/item/view/218941
120,沈阳药科大学,H28,10,中药制剂 ( H2806 ) ,基于药物构象间相互作用的自组装纳米脂质靶向载体设计与研究,23万元,2014年01月01日 至 2016年12月31日,尹湉,http://fund.sciencenet.cn/index.php/item/view/218940
121,沈阳药科大学,H28,10,中药药效物质 ( H2803 ) ,基于血清谱效学和组合药代动力学的苓桂术甘汤药效物质基础及其配伍机理研究,60万元,2014年01月01日 至 2017年12月31日,于治国,http://fund.sciencenet.cn/index.php/item/view/218939
122,沈阳药科大学,H30,10,合成药物化学 ( H3001 ) ,基于JNK通路及cathepsin?L酶双重机制的类肽类诱导自噬剂的设计、合成及抗肿瘤作用研究,23万元,2014年01月01日 至 2016年12月31日,袁雷,http://fund.sciencenet.cn/index.php/item/view/218938
123,沈阳药科大学,H28,10,中药药效物质 ( H2803 ) ,基于代谢组学的冠心舒通胶囊防治冠心病的药效物质基础和作用机制研究,23万元,2014年01月01日 至 2016年12月31日,张晖芬,http://fund.sciencenet.cn/index.php/item/view/218937
124,沈阳药科大学,H30,10,药剂学 ( H3008 ) ,基于静电复合原理和Bcl-2蛋白抑制作用的抗肿瘤多功能纳米载体的构建与评价,23万元,2014年01月01日 至 2016年12月31日,张鹏,http://fund.sciencenet.cn/index.php/item/view/218936
125,沈阳药科大学,C01,10,微生物功能基因 ( C010301 ) ,酮古龙酸菌醌酶－呼吸链电子传递系统的研究和原位重构,70万元,2014年01月01日 至 2017年12月31日,张怡轩,http://fund.sciencenet.cn/index.php/item/view/218935
4,沈阳药科大学,H30,11,药剂学 ( H3008 ) ,基于P-gp抑制的星形聚合物的研究及其在口服传递中的作用,65万元,2014年01月01日 至 2017年12月31日,何仲贵,http://fund.sciencenet.cn/index.php/item/view/218954
135,沈阳药科大学,H28,11,中药抗肿瘤药理 ( H2810 ) ,深裂叶阿魏中萜酯类化合物诱导宫颈癌HeLa细胞paraptosis作用机制及构效关系研究,23万元,2014年01月01日 至 2016年12月31日,黄健,http://fund.sciencenet.cn/index.php/item/view/218953
136,沈阳药科大学,H29,11,中西医结合临床基础 ( H2902 ) ,冬凌草有效成分联合?Cetuximab?对喉癌靶向治疗的功效及机制研究,60万元,2014年01月01日 至 2017年12月31日,康宁,http://fund.sciencenet.cn/index.php/item/view/218952
137,沈阳药科大学,H30,11,药剂学 ( H3008 ) ,靶向树突状细胞的Texosomes仿生体作为通用型肿瘤疫苗载体的研究,23万元,2014年01月01日 至 2016年12月31日,李可欣,http://fund.sciencenet.cn/index.php/item/view/218951
138,沈阳药科大学,H30,11,天然药物化学 ( H3002 ) ,模式斑马鱼微量筛选技术发掘山楂叶中具有显著抗血栓作用的微量先导化合物及其构效关系探讨,23万元,2014年01月01日 至 2016年12月31日,李玲芝,http://fund.sciencenet.cn/index.php/item/view/218950
139,沈阳药科大学,H30,11,天然药物化学 ( H3002 ) ,基于Aβ靶点的抗阿尔茨海默症——天然玉蕊醇型三萜的发现及作用机制研究,23万元,2014年01月01日 至 2016年12月31日,李巍,http://fund.sciencenet.cn/index.php/item/view/218949
140,沈阳药科大学,H28,11,中药学其他科学问题 ( H2819 ) ,药学统计学在中药代谢组学中生物标记物识别的研究,23万元,2014年01月01日 至 2016年12月31日,李佐静,http://fund.sciencenet.cn/index.php/item/view/218948
141,沈阳药科大学,H11,11,皮肤免疫性疾病 ( H1103 ) ,肥大细胞蛋白酶chymase在大疱性类天疱疮中的免疫病理机制研究,23万元,2014年01月01日 至 2016年12月31日,林澜,http://fund.sciencenet.cn/index.php/item/view/218947
142,沈阳药科大学,H28,11,中药资源 ( H2801 ) ,银莲花属植物共有抗炎活性成分及对人中性粒细胞氧化磷酸化的影响机理研究,70万元,2014年01月01日 至 2017年12月31日,路金才,http://fund.sciencenet.cn/index.php/item/view/218946
143,沈阳药科大学,H28,11,民族药学 ( H2818 ) ,民族药材小槐花抗阿尔茨海默病物质基础与构效关系研究,68万元,2014年01月01日 至 2017年12月31日,孟大利,http://fund.sciencenet.cn/index.php/item/view/218945
2,沈阳药科大学,B02,12,药物分子设计与合成 ( B020601 ) ,IMPDH为靶点的小分子抑制剂的设计、合成及活性研究,80万元,2014年01月01日 至 2017年12月31日,程卯生,http://fund.sciencenet.cn/index.php/item/view/218962
154,沈阳药科大学,H30,12,药物分析 ( H3010 ) ,基于细胞代谢组学-血清药理学-分子生物学的京大戟、芫花致肝毒性机制、物质基础和炮制前后肝毒性变化的研究,75万元,2014年01月01日 至 2017年12月31日,陈晓辉,http://fund.sciencenet.cn/index.php/item/view/218963
155,沈阳药科大学,H30,12,药物分析 ( H3010 ) ,基于D-氨基酸集合轮廓的阿尔茨海默病诊断和治疗效果评价模型的研究,23万元,2014年01月01日 至 2016年12月31日,崔艳,http://fund.sciencenet.cn/index.php/item/view/218961
156,沈阳药科大学,H30,12,药剂学 ( H3008 ) ,基于纳米晶体的肺部吸入缓释复合微粒的设计及其释放度和黏液穿透性的研究,23万元,2014年01月01日 至 2016年12月31日,寸冬梅,http://fund.sciencenet.cn/index.php/item/view/218960
157,沈阳药科大学,H28,12,中药药效物质 ( H2803 ) ,蟾酥水溶性抗肿瘤活性成分及其作用机制研究,23万元,2014年01月01日 至 2016年12月31日,代英辉,http://fund.sciencenet.cn/index.php/item/view/218959
158,沈阳药科大学,H28,12,中药药效物质 ( H2803 ) ,基于体内动态靶向效应的复方活络效灵丹抗炎物质基础研究,66万元,2014年01月01日 至 2017年12月31日,戴荣华,http://fund.sciencenet.cn/index.php/item/view/218958
159,沈阳药科大学,H30,12,药剂学 ( H3008 ) ,新型“免疫伪装”载体的构建及机理研究,65万元,2014年01月01日 至 2017年12月31日,邓意辉,http://fund.sciencenet.cn/index.php/item/view/218957
160,沈阳药科大学,H30,12,药剂学 ( H3008 ) ,胍基化SS-PAAs新型基因载体的研究,55万元,2014年01月01日 至 2017年12月31日,丁平田,http://fund.sciencenet.cn/index.php/item/view/218956
161,沈阳药科大学,B02,12,中草药与植物化学 ( B020402 ) ,筋骨草和金疮小草中抑制小胶质细胞活化作用活性成分的发现及构效关系的研究,25万元,2014年01月01日 至 2016年12月31日,郭萍,http://fund.sciencenet.cn/index.php/item/view/218955
163,沈阳药科大学,B02,13,药物分子设计与合成 ( B020601 ) ,基于肿瘤相关糖抗原结构的新颖糖肽的设计、合成和抗肿瘤活性研究,10万元,2012年01月01日 至 2012年12月31日,程卯生,http://fund.sciencenet.cn/index.php/item/view/253977
17,沈阳药科大学,H28,19,中药药效物质 ( H2803 ) ,基于活性筛选和谱效表征的益智仁抗阿尔茨海默病药效物质基础研究,23万元,2015年01月01日 至 2017年12月31日,赵旭,http://fund.sciencenet.cn/index.php/item/view/374191
18,沈阳药科大学,H18,19,药物、基因载体系统 ( H1818 ) ,具有多重靶向及磁感应热疗功能的纳米载药体系研究,23万元,2015年01月01日 至 2017年12月31日,张莹,http://fund.sciencenet.cn/index.php/item/view/372572
19,沈阳药科大学,H16,19,肿瘤诊断 ( H1608 ) ,基于细胞表面纳米微观特征的的肿瘤早期诊断及化疗药物评价技术研究,30万元,2015年01月01日 至 2016年12月31日,李艳春,http://fund.sciencenet.cn/index.php/item/view/371937
20,沈阳药科大学,C03,19,微生物生态学 ( C0309 ) ,龙胆内生真菌对其宿主的作用及其物质基础的研究,25万元,2015年01月01日 至 2017年12月31日,王冬梅,http://fund.sciencenet.cn/index.php/item/view/338377
21,沈阳药科大学,B06,19,热力学理论及计算机模拟 ( B060104 ) ,利用?Kirkwood-Buff?分析方法评价和改进?CHARMM?力场参数,25万元,2015年01月01日 至 2017年12月31日,林斌,http://fund.sciencenet.cn/index.php/item/view/336839
22,沈阳药科大学,B02,19,有机合成反应 ( B020101 ) ,金属催化的SP3?C-H键与CO2的直接偶联成酸的反应研究,25万元,2015年01月01日 至 2017年12月31日,肖晓,http://fund.sciencenet.cn/index.php/item/view/334667
23,沈阳药科大学,B01,19,无机纳米化学 ( B0111 ) ,基于协同效应的金-金属硫化物杂化纳米材料的构建及光热转换性能研究,23万元,2015年01月01日 至 2017年12月31日,包志红,http://fund.sciencenet.cn/index.php/item/view/334499
10,沈阳药科大学,H30,20,合成药物化学 ( H3001 ) ,基于糖基结构的新型非膜渗透性碳酸酐酶Ⅸ选择性抑制剂及其抗肿瘤作用机制,60万元,2015年01月01日 至 2018年12月31日,刘洋,http://fund.sciencenet.cn/index.php/item/view/374995
11,沈阳药科大学,H30,20,药剂学 ( H3008 ) ,基于胸苷酸合成酶靶标和半乳糖凝集素受体介导的多重结肠肿瘤靶向给药系统的构建及评价,60万元,2015年01月01日 至 2018年12月31日,潘卫三,http://fund.sciencenet.cn/index.php/item/view/374974
12,沈阳药科大学,H30,20,药剂学 ( H3008 ) ,靶向肠道上皮细胞顶侧OCTN2转运体口服高效纳米粒的构建及其对OCTN2活性调控的研究,76万元,2015年01月01日 至 2018年12月31日,孙进,http://fund.sciencenet.cn/index.php/item/view/374947
13,沈阳药科大学,H30,20,药剂学 ( H3008 ) ,“门控式”介孔二氧化硅难溶性药物递送系统与定位释药的机制,70万元,2015年01月01日 至 2018年12月31日,王思玲,http://fund.sciencenet.cn/index.php/item/view/374919
14,沈阳药科大学,H28,20,民族药学 ( H2818 ) ,筒鞘蛇菰、延龄草和神农香菊等3种土家族特色药材中抗炎药效物质基础的快速发现及作用机制研究,71万元,2015年01月01日 至 2018年12月31日,贾景明,http://fund.sciencenet.cn/index.php/item/view/374471
15,沈阳药科大学,H28,20,中药药效物质 ( H2803 ) ,"基于""药物-机体""双重代谢网络相互作用的经典名方开心散治疗阿尔茨海默病的药效物质基础与作用机制研究",73万元,2015年01月01日 至 2018年12月31日,李清,http://fund.sciencenet.cn/index.php/item/view/374434
36,沈阳药科大学,H28,20,中药质量评价 ( H2804 ) ,北五味子基于保肝功效的综合质量指数评价模型的研究,23万元,2015年01月01日 至 2017年12月31日,凌俊红,http://fund.sciencenet.cn/index.php/item/view/374409
